name,url,email,description,website,instagram,facebook,twitter,youtube,status,,,,,,,,,,,,,,,,,,
Girls Inc,https://terriercentral.bu.edu/organization/swsg,bu@swsg.org,"Girls Inc is an organization dedicated to empowering young girls and championing women's potentials and aspirations, to pursue broader futures through the mentorship of college-aged women.",,https://www.instagram.com/swsg_bu/?hl=en,,,,success,,,,,,,,,,,,,,,,,,
Taiwanese American Student Association,https://terriercentral.bu.edu/organization/taiwanese-american-student-association,butasainfo@gmail.com,"The Boston University Taiwanese American Student Association (BUTASA) is dedicated to promoting and sharing Taiwanese culture with the school community and beyond. We welcome everyone to join our organization to learn more about Taiwan's history, culture, politics, and language through social, cultural, and educational events. We hope that these events will allow others to learn and gain a better understanding of the Taiwanese American identity. Click here to sign up for our mailing list",https://butasa.weebly.com/,https://www.instagram.com/bu_tasa/,https://www.facebook.com/Boston.TASA/,,,success,,,,,,,,,,,,,,,,,,
Taiwanese Overseas Students Association,https://terriercentral.bu.edu/organization/taiwanese-overseas-students-association,tosa@bu.edu,"The main purpose of Taiwanese Overseas Students Association (TOSA) is to provide Taiwanese international students service, advice, and networking opportunities and share Taiwanese culture on BU campus. We assist students with Taiwanese background to adapt to American culture, engage with domestic American students, and enrich their college experience. We create opportunities to enhance the relationship between TOSA members and the BU community. While we present cultural events and activities to all BU students that stimulate a better understanding of Taiwanese culture, we also add cultural diversity to Boston University.",,https://www.instagram.com/tosa_bu/,http://facebook.com/TOSAatBU/,,,success,,,,,,,,,,,,,,,,,,
TAMID Group,https://terriercentral.bu.edu/organization/tamid-group,bu@tamidgroup.org,"TAMID Consulting &amp; Investment Group is a nonprofit organization that develops the professional skills of students through hands-on interactions with the Israeli economy. TAMID integrates the next generation of entrepreneurs and business professionals with Israel through a comprehensive education curriculum, pro-bono consulting for Israeli startups, capital market investment research, and a summer internship program in Israel.",http://tamidbu.org,https://www.instagram.com/tamidatbu/?hl=en,https://www.facebook.com/butamid/,,,success,,,,,,,,,,,,,,,,,,
Tau Beta Pi Association,https://terriercentral.bu.edu/organization/tau-beta-pi-association,tbp@bu.edu,"Tau Beta Pi was founded in 1885 to mark, in a fitting manner, those who have conferred honor upon their alma mater by distinguished scholarship and exemplary character as undergraduates in the field of engineering, or by their attainments as alumni in the field of engineering, and to foster a spirit of liberal culture in the engineering colleges. The BU Massachusetts Eta Chapter strives to embody the principles of the Societal Engineer and uphold the honor of the Tau Beta Pi Association.",,https://www.instagram.com/taubetapibu?igsh=ZG5uYmJhNDZ3ejNs,,,,success,,,,,,,,,,,,,,,,,,
Tau Beta Sigma,https://terriercentral.bu.edu/organization/tau-beta-sigma,etagamma@tbsigma.org,"Tau Beta Sigma is a multi-gendered national sorority founded to help promote and serve college and university bands across the country. As members we strive to help the Director of Bands with any work that will help to further the program and also always attempt to demonstrate leadership, a positive attitude, and enthusiasm at any band events or activities. Our primary goal is to help every band member have the most positive musical and social experiences possible here at BU.",https://tbsetagamma.weebly.com,https://www.instagram.com/tbsetagamma/,https://www.facebook.com/TBSEtaGamma,,,success,,,,,,,,,,,,,,,,,,
Terpsichore,https://terriercentral.bu.edu/organization/terpsichore,terps@bu.edu,"We are Terpsichore (terp-SIK-oh-ree), Boston University's premier a cappella group! Affectionately known as Terps, we are a tight-knit, inclusive group of treble-voiced people dedicated to sharing our love of music by creating and performing complex arrangements of a wide variety of music. Our repertoire includes songs from artists such as Lorde, Beyonc&eacute;, Rachel Chinouriri and more! Interested in auditioning? Find up-to-date information our website!",http://buterpsichore.com,https://www.instagram.com/buterpsichore/,https://www.facebook.com/Terpsichore-241218326822,,https://www.youtube.com/user/BUTerpsichore,success,,,,,,,,,,,,,,,,,,
Terrier Motorsport,https://terriercentral.bu.edu/organization/terriermotorsport,butm@bu.edu,"Terrier Motorsport is a student-run organization that is focused on the design and development of a fully-electric car, in preparation for the yearly Formula Hybrid &amp; Electric competition. Our team is highly focused on pushing the boundaries of Boston University's education by offering a hands-on experience that requires teamwork, and a variety of special skills that will prepare our members for their desired after college careers. From engineering to marketing, we are a racing team that has something to offer everyone.",https://sites.bu.edu/butm/,https://www.instagram.com/terrier.motorsport/,,,,success,,,,,,,,,,,,,,,,,,
Test Club,https://terriercentral.bu.edu/organization/testclub,sao@bu.edu,"The test club is used by the Student Activites Office for demonstrations, trainings, and basic information to ensure all organizations are well-informed. PSA: This is stricly an example club managed by SAO staff only.",https://www.bu.edu/studentactivities/,https://www.instagram.com/bustudentactivities/?hl=en,https://www.facebook.com/BUStudentActivities/,,,success,,,,,,,,,,,,,,,,,,
Thai Student Association,https://terriercentral.bu.edu/organization/thai-student-association,buthaisa@gmail.com,"Thai Student Association at Boston University is a cultural organization that aims to promote Thai cultures in various aspects - Thai traditional dance, Thai cuisine, Thai sports, and the importance of various traditions in Thailand. We are open to the entire BU community who are interested in our organization.",,https://www.instagram.com/bu.thaisa/,http://facebook.com/facebook.com/BUThaiSA,,,success,,,,,,,,,,,,,,,,,,
The Buzz,https://terriercentral.bu.edu/organization/the-buzz,analiseb@bu.edu,"The Buzz is a lifestyle magazine geared toward all Boston University students. The focus of the Buzz is on news and happenings on the BU campus and in the city of Boston&mdash;the two communities to which all Boston University students belong. We hope to inform students about what is going on around them and inspire them to explore opportunities for fun and education on and off campus. Sections include: campus, city, culture, fashion, food, music, wellness, travel, and opinion. The Buzz was founded during the Spring 2009 semester by magazine journalism students Allie Vasilakis (COM '11) and Marisa Morrison (COM '11) with the goal of establishing an on-campus magazine of which all students could be a part. Every step in creating the magazine is completed by current Boston University students. From writers to photographers to graphic designers and models, positions on the Buzz's staff are filled by members of our talented student body. The Buzz prints one issue at the end of each academic semester (Fall and Spring semesters) and debuted with its premiere issue at the end of the Fall 2009 semester. Copies of The Buzz are distributed at the GSU Link at indicated times during the semester. If you are interested in advertising with The Buzz, please send an inquiry to the.bu.buzz@gmail.com. Our magazine is printed through Century Type. For more information on Century Type, visit centurytype.com.",https://www.thebubuzz.com/,https://www.instagram.com/thebubuzz/,http://facebook.com/thebubuzz,http://twitter.com/TheBUBuzz,,success,,,,,,,,,,,,,,,,,,
The Dear Abbeys,https://terriercentral.bu.edu/organization/the-dear-abbeys,ethanjw@bu.edu,"The Dear Abbeys has long been known as the premier all-male a cappella group of Boston University since its foundation 33 years ago. With a dynamic repertoire of in-house arrangements of songs ranging from classic rock to R&amp;B to modern pop, the Abbeys keep it fresh and fun everywhere they go. After winning the International Championship of Collegiate A Cappella (ICCA??) in 2005, the Abbeys have performed in stadiums, on street corners, and everywhere in between. Other accolades include winning the 2015 All A Cappella Live Competition and the 19th Annual Faneuil Hall A Cappella Competition. Their edgy pop arrangements can rock fashion shows, and their classy style is frequently heard at weddings, corporate events, charity functions, high schools, and the greater Boston community. Beyond Beantown, the group has enjoyed sharing their talents around the country. Through yearly tours, the Abbeys have spread music to students and audiences in New York, DC, Princeton, Philadelphia, California, New Orleans, and even Alaska. The Abbeys aim to inspire, inform and entertain??ntroducing young thinkers to the arts with the hope of initiating positive change. In the past they have been so lucky as to team up with musical heavyweights like Steven Tyler, Ben Folds, NOTA, Pentatonix, and Ball in the House. To date, the Abbeys have produced twelve studio albums, with more on the way. Check out our latest album, Under A Rest, now available on all streaming platforms! Recently, the Abbeys have also focused their creative energy on short films and music videos, all of which can be found on YouTube @dearabbeys (The Dear Abbeys). The Dear Abbeys hold auditions every Fall semester in mid-September, where further information can be found on the @dearabbeys instagram.",http://www.thedearabbeys.com,https://www.instagram.com/dearabbeys/?hl=en,http://facebook.com/budearabbeys,http://twitter.com/dearabbeys,https://www.youtube.com/channel/UCyxctPQYbdrk2o_kxqbJL3A,success,,,,,,,,,,,,,,,,,,
The Politica at Boston University,https://terriercentral.bu.edu/organization/the-politica,pbu@bu.edu,"The Politica at Boston University (PBU) is an academic global affairs club with an online podcast, publication, and roundtable discussions. We serve as a platform for students passionate about global affairs to engage in refined dialogue and publish interdisciplinary research on topics relevant to the modern political conversation, with focuses on the studies of law, economics, politics, and activism. We seek to fulfill the vacancy on campus of a space where students can respectfully discuss, collaborate, and publish comprehensive academic analyses centered around current affairs. At the heart of our ethos is the recognition that fostering an international board of members is crucial for the club's success. We are open to undergraduate students from all backgrounds and walks of life, as we believe that diversity and inclusivity are essential for the cultivation of insightful research and conversation. We seek to fulfill the vacancy on campus of a space where students can respectfully discuss, collaborate, and publish comprehensive academic analyses centered around current affairs. Researching contentious topics to further inform the student body enables club members to engage in their passion whilst advancing in the pursuits of knowledge and social awareness.",http://www.thepolitica.org,https://www.instagram.com/bu_politica/,https://www.facebook.com/politicaatbu,,,success,,,,,,,,,,,,,,,,,,
The Word and Way Society,https://terriercentral.bu.edu/organization/the-word-and-way-society,thewordandwaysociety@gmail.com,"Word &amp; Way is the undergraduate student association of Core, and a recognized student group organized through SAO. The members of Word &amp; Way&mdash;representing every academic program at Boston University&mdash;seek to support and broaden the Core community by bringing discussions of Core topics and texts out of the classroom, for the benefit of all interested students and BU community members. Word and Way is also a place to hone the academic skills of Core students by providing opportunities to lead and participate in discussions, as well as to learn how to apply Core learning in everyday and professional life. By fostering connections among Core students and representing Core on campus, Word &amp; Way seeks as well to strengthen the Core community itself.",,https://www.instagram.com/wordandwaysociety?igsh=Yzg0MzlsazBpNzlk&utm_source=qr,,,,success,,,,,,,,,,,,,,,,,,
The Beacon at Boston University,https://terriercentral.bu.edu/organization/thebeacon,thebeaconbu@gmail.com,"The Beacon is a social literary journal which thrives on the imagination of Boston University's finest writers. Each outside-the-box issue uplifts student voices, offering writers a platform to share ideas and an inclusive space for creative works. Beyond our pages, the Beacon is the writer's hub of campus. Through events such as writer's workshops and open mic nights, the Beacon gathers literary-like minds together to discover, discuss, and celebrate creative writing. ??€?s Boston University's Premiere Student Publication, the original 1876 Beacon is as old as The Adventures of Tom Sawyer, and born in the same year as Jack London. Before the Beacon disbanded in 1951, its publications witnessed and marked both World Wars, the end of gendered segregation in higher education and, of course, the many infrastructural changes that have occurred at BU since its creation. In 2019, BU Student Jonathan Han decided it was time to bring the Beacon back, hoping to offer students a vital platform to share their writing with the Boston community. The Rebranded 2022 Beacon as you see it now is constantly evolving, but continues to fulfill the wishes of Jonathan and the long, long line of Beacon writers, providing a safe space to uplift student voices. The Beacon strives to celebrate the creative writers of Boston University. Our team rallies around the goals of building a flourishing writing community here at BU, and offering a safe space for students to feel supported in their writing endeavors. We do not seek perfection, and aim to actively break down the stereotypes of what writing should be. We hope to encourage students to raise their voices by helping writers hone their skills, increasing access to peer-review resources, and providing opportunities for writers to make social connections. The Beacon team has big dreams for the fall 2024 semester. We are re-envisioning the Beacon as more than just a magazine, hoping to bring writers across campus together for a series of exciting social events. Our vision for the semester includes hosting: Open Mic Nights Writer's Workshops (Speed dating with our Editors!) Guest Speaker Lectures/Masterclasses Slam Poetry Competitions 2025 Issue Release Party And more! In addition to holding events, we are working towards a physical magazine publication. Our magazine will be of professional caliber, curated to the highest standard, and feature a collaboration with the BU's graphic design students. Watch out for the 2025 Issue to be distributed throughout campus!??,https://www.thebostonuniversitybeacon.com/,https://www.instagram.com/thebeaconbu/,https://www.facebook.com/thebeaconbu/,,,1,success
The Film Production Club of Boston University,https://terriercentral.bu.edu/organization/thebostonuniversityshortfilmclub,redlist@bu.edu,,,,,,,1,success
The Bunion,https://terriercentral.bu.edu/organization/thebunion,editor@bunionpaper.com,APPLY NOW: https://forms.gle/Z1D1jKyfg84Td8VE9 The Bunion is a multimedia satirical news publication that regularly and consistently produces content for and about the Boston University community. The Bunion aims to provide a reliable outlet for students at a challenging university in a fast-paced city to smile", laugh, and know that other students are going through similar struggles and experiences. In achieving this mission, The Bunion will actively seek out and initiate collaboration between Boston University students across a wide range of interests including but not limited to writing, editing, marketing, web design, photography, filmmaking, management, and all forms of comedy. The Bunion will create opportunities for these students to understand the inner workings of a multimedia publication, learn and practice a wide variety of types of satire, participate in the editing and revising of their contributions, and gain active leadership and management experience on a large, hard working staff. The Bunion aims to seek out new," creative ideas to determine the best ways to reach the Boston University community and bring smiles and laughter to the widest audience possible.""",https://bunionpaper.com/,https://www.instagram.com/thebunionpaper/?hl=en,https://www.facebook.com/thebunionpaper/,,,1,success,,
Theta Chi Fraternity,https://terriercentral.bu.edu/organization/thetachi,Chased@bu.edu,"The Kappa Pi chapter was chartered in May of 2022, Since then the brothers of the Kappa Pi chapter have upheld the ideals and goals of the fraternity to become good citizens and leaders in the community. Theta Chi is the fraternity of balanced men who exemplify scholarship, service, leadership, and above all else, brotherhood. Founded on the principle of friendship through the mutual assistance of every member, Theta Chi aims to provide its members with an enjoyable and fulfilling collegiate experience that also prepares them for rewarding, successful lives after graduation. Theta Chi focuses our time on developing resolute men, giving students tools to be successful in classes and in the working world. Academic achievement, involvement on campus, and forming a close brotherhood are all aspects of preparing members to reach graduation, and successfully find careers afterwards. Each semester we raise money for the USO as philanthropy and giving back to people in need is a key aspect of the organization.",,,,,,success,,,,,,,,,,,,,,,,,,
Theta Tau,https://terriercentral.bu.edu/organization/thetataubu,thetatau@bu.edu,"Theta Tau is a professional co-ed engineering fraternity founded at the University of Minnesota in 1904. It is the oldest, largest, and foremost fraternity for engineers that has grown to over 35,000 members and 91 chapters and colonies across the nation since its inception. The purpose of Theta Tau is to instill and maintain a high standard of professionalism among its members, embrace a strong bond of fraternal fellowship, and foster the intellectual pursuits of engineering.",https://thetatau.org/,https://www.instagram.com/thetataubu/,,,,success,,,,,,,,,,,,,,,,,,
The Women's Network: BU,https://terriercentral.bu.edu/organization/thewomensnetwork,thewomensnetwork.bu@gmail.com,"The Women's Network is a networking organization dedicated to redefining ambition. We are an inclusive and diverse community that emphasizes the importance of building your network, celebrating ambition, and connecting college students to each other and to leaders in a variety of industries. Many of our members have earned internships through TWN-only internships offered by companies that want to work with our high-achieving, ambitious network of students. Furthermore, our organization offers networking opportunities for members. Members who attended the annual TWN Networking Trip to NYC developed meaningful relationships with panelists at companies such as CNN, Bloomberg, CBS, NBC and Salesforce; in fact, a number of our members earned internships at companies and PR firms based in NYC. Also, speakers are able to connect our members with large networks of contacts at other firms where they can make introductions.",,https://www.instagram.com/thewomensnetwork_bu/,,,,success,,,,,,,,,,,,,,,,,,
Trans Listening Circle,https://terriercentral.bu.edu/organization/trans-listening-circle,translisteningcircle@gmail.com,"Trans Listening Circle (TLC) is a weekly-meeting club for people who are transgender, nonbinary, gender non-conforming, questioning, and more to find community on campus. The topics discussed at meetings include gender, self-expression, and real-world problems as they relate to members of the Boston University community. TLC aims to provide resources and (non-professional) support, both in and out of meetings, as well as spread awareness of and facilitate inclusion regarding the incredible diversity on campus. Join us on Mondays at 6:15 PM EST!",,https://www.instagram.com/bu_tlc/,https://www.facebook.com/bu.tlc,,,success,,,,,,,,,,,,,,,,,,
Treblemakers,https://terriercentral.bu.edu/organization/treblemakers,butreblemakers@gmail.com,"The BU Treblemakers were formed in 1996 around three fundamental ideals: fun, love, and music. Since then, generations of Trebs have rallied around these values to become one of Boston University's most irresistible all-gender a cappella groups. Over the years, many generations of Trebs have participated in producing nine studio albums and three EPs, most recently: &ldquo;Afterglow,&rdquo; which is streaming on all platforms. Today, the group is known for its diverse repertoire, energetic performances, and talented soloists, recently earning the title of &ldquo;Best Mixed Voices Collegiate Lead Vocal&rdquo; in the 2025 CARA Awards. Follow us on Instagram @butreblemakers to stay updated on our performances and latest content!",http://www.butreblemakers.com/,https://www.instagram.com/butreblemakers/,http://facebook.com/BUtreblemakers,http://twitter.com/butreblemakers,https://www.youtube.com/user/BUTreblemakers,success,,,,,,,,,,,,,,,,,,
Terrier Ride Engineering Club,https://terriercentral.bu.edu/organization/trec_bu,trec@bu.edu,"To showcase the unique and vast career field that exists within the amusement and theme park industry to other engineers, provide networking opportunities to students, explore and practice with tools and techniques used in the industry, and create a community for theme park enthusiasts.",https://sites.google.com/bu.edu/trec,https://www.instagram.com/trec.bu/,,,,success,,,,,,,,,,,,,,,,,,
The Boston Chapter of The Urban Garden Initiative,https://terriercentral.bu.edu/organization/tugi-boston,tugiboston@gmail.com,"The Urban Garden Initiative (TUGI) is an international 501(c)(3) nonprofit organization that uses local urban gardening to engage youth in environmental education. The organization runs through individual city-wide chapters, often started by universities, each of which create curriculum and gardens to host workshops, continuous programs, and other events for local schools and community groups. In the TUGI: Boston chapter, we prioritize engaging with our community outside of Boston University and practicing local forms of activism through education. Through this chapter, members gain experience with K-8 education centered around environmental science, both through writing and executing lesson plans. Members also gain experience in creating and maintaining urban gardens, while forming connections with the involved communities. Thus far, we have formed relationships with 3 local Boston Public Schools where we will be running 6-8 week long programs for their students, and are in the process of forming more. At one of these schools, we will be creating a new on-going community garden where this and other programs can take place. Members can take part in writing and carrying out these programs, planning and creating the garden, fundraising, art initiatives, or any other aspect of the process. We will meet bi-weekly and have sign-up sheets for members to volunteer at various events and programs throughout each month.",https://sites.google.com/view/tugiboston/home,http://www.instagram.com/tugi_boston,,,,success,,,,,,,,,,,,,,,,,,
Turkish Student Association,https://terriercentral.bu.edu/organization/turkish-student-association,,"Boston University Turkish Student Association revamped itself to provide services to BU students. Our goal is to bring students together, enjoy Turkish culture, and build long lasting friendships that will transcend borders.",,,,,,success,,,,,,,,,,,,,,,,,,
Undergraduate Economics Association,https://terriercentral.bu.edu/organization/uea,uea@bu.edu,"The Boston University Undergraduate Economics Association (UEA) is the leading economics student organization sponsored by the Economics Department at BU. Our mission is to build a vibrant economics community on campus by offering academic, social, and professional support to all undergraduates interested in economics. We achieve this through hosting discussions with faculty and industry experts, social events, alumni panels, professional development workshops, and more.",https://www.ueabu.com,https://www.instagram.com/uea_bu/,,,,success,,,,,,,,,,,,,,,,,,
Undergraduate English Literature Association,https://terriercentral.bu.edu/organization/uela,englisha@bu.edu,"The UELA is an organization that prioritizes offering BU undergraduate students opportunities to expand learning and develop close relationships with others with a similar passion for literature. Our goal is to provide BU students ways to enjoy literature and apply it to their personal and professional lives. To achieve our goal, we plan to host events that encourage interaction with alumni, career professionals, and graduate students that share an interest in literature. In addition to networking with professionals, we want to host casual events so students can develop closer bonds with peers.",https://linktr.ee/BU.UELA,instagram.com/bu.uela,,,,success,,,,,,,,,,,,,,,,,,
Umoja,https://terriercentral.bu.edu/organization/umoja,umoja@bu.edu,"The purpose of UMOJA is to foster a healthy and supportive environment for Black students and all individuals interested in Black culture. We are committed to uniting students, staff, and alumni through meaningful educational, social, and community outreach programming. UMOJA also strives to provide honest, transparent, and responsive leadership that is adaptive to the evolving needs of our general body. In the coming year, we aim to strengthen our presence as both a resource and a safe space for the student community.",https://linktr.ee/umojabu?fbclid=PAZXh0bgNhZW0CMTEAAaeIAyHG2X6qsO18vBez8JQy1IlK2KbX6mI4NikzwyeoEWlgn-RpOAS3kbnKfw_aem_q9-J2Prq2CigBXjNSVfltg,http://instagram.com/umoja.bu,,,,success,,,,,,,,,,,,,,,,,,
Undergraduate Classics Association,https://terriercentral.bu.edu/organization/undergraduate-classics-association,uca@bu.edu,"This group serves to connect everyone who loves the culture of ancient Greece and Rome! We discuss mythology, history, and all subjects in the field of Classics. We meet Thursdays 5:00 pm - 6:30 pm STH409 No need to stay the whole time, feel free to pop in and out! Free snacks &amp; tea provided!Instagram: uca_bu",https://www.bu.edu/classics/get-involved/uca/,https://instagram.com/uca_bu?igshid=NTc4MTIwNjQ2YQ== https://instagram.com/uca_bu?igshid=NTc4MTIwNjQ2YQ==,,,,success,,,,,,,,,,,,,,,,,,
Undergraduate History Association,https://terriercentral.bu.edu/organization/undergraduate-history-association,uha@bu.edu,"The Undergraduate History Association serves to promote the academic study of history as well as a resource for students who are interested in history. Our goal is to allow those with a like-minded interest in history to discover others with similar passions so that they can learn from each other, discuss various topics, and play fun games with each other. If you have any interest in history, come by and say hello! There are no requirements to join, as long as you like history!",,https://www.instagram.com/bu_uha/,http://www.facebook.com/groups/buuha/,,,success,,,,,,,,,,,,,,,,,,
Undergraduate Philosophy Association,https://terriercentral.bu.edu/organization/undergraduate-philosophy-association,jsperl@bu.edu,"Boston University's Undergraduate Philosophy Association holds weekly informal discussions on a variety of philosophical issues. Meetings cover topics such as artificial intelligence, epistemology, and music. All discussion topics are voted on by general members and all meetings are moderated by the E-Board. Additionally, we host a yearly lecturer, a cross-college philosophy mixer, group outings, symposiums on underrepresented philosophies, and more. The UPA is open to undergraduates from any academic background looking to join us in our love for philosophy. For more information please contact our president, Josephine Perl, at jsperl@bu.edu.",,https://www.instagram.com/bu.upa/,,,,success,,,,,,,,,,,,,,,,,,
Undergraduate Public Health Association,https://terriercentral.bu.edu/organization/undergraduate-public-health-association,upha@bu.edu,"The Undergraduate Public Health Association (UPHA) at Boston University is a student group that: - Provides a community for undergraduates interested in public health from varying backgrounds (Biomedical sciences, International Relations, Anthropology, Pre-med, etc.) to discuss public health issues of interest - Helps undergraduates navigate the wealth of public health-related academic options at BU, from the Geneva internship program at the World Health Organization to the 5-year BS/MPH program. - Hosts public health lectures and discussions, and links students with the numerous public health events in and around Boston - Acts as a liason for students interested in public health to gain hands-on experience with other student groups such as Peer Health Exchange and Project HEALTH and non-profits in Boston",https://buupha.wixsite.com/home,https://www.instagram.com/bu_upha/,https://www.facebook.com/bostonuupha/,,,success,,,,,,,,,,,,,,,,,,
Undergraduate World Languages & Literatures Association,https://terriercentral.bu.edu/organization/undergraduate-wll-association,buwa@bu.edu,"As a member of BUWA, you'll be a part of the diverse community that is World Literatures &amp; Languages. We aim to bridge the gap between students spread out across the department, as well as facilitating communication between undergraduates and faculty. Becoming a resource for students looking to further their academic and/or career-oriented goals is also one of our priorities. We like to think of our group as a meeting point for all students passionate about good books, foreign languages, and discovering a global community.",https://www.bu.edu/wll/people/students/,https://www.instagram.com/buwllassociation/?hl=en,,,,success,,,,,,,,,,,,,,,,,,
UNICEF Campus Initiative,https://terriercentral.bu.edu/organization/unicef-campus-initiative,unicef@bu.edu,"We hold meetings monthly and spread awareness of key global health issues. We also have guest speakers come to our meetings to enrich our general members and give them insight into diplomatic and IR related careers. We have had Professor Mark C. Storella share his experiences of being the Ambassador to Zambia. We also hold monthly fundraisers to raise money for UNICEF's initiatives and organizations that support children. Our most successful fundraiser was the ""Be Golden Fundraiser"". We raised upwards of $5,500 dollars for Memorial Sloan Kettering Hospital in New York City that went towards progressing Pediatric Cancer Research. Our Executive Board is devoted to UNICEF's mission. Every action is for every child. We hope you will join us in our efforts to create a better world for children. Thank you for your consideration and we hope you have a great day!",,https://www.instagram.com/bunicef/,,http://twitter.com/BUnicef,,success,,,,,,,,,,,,,,,,,,
Unmanned Aerial Vehicles Team,https://terriercentral.bu.edu/organization/unmanned-aerial-vehicles-team,uav@bu.edu,"Boston University's Unmanned Aerial Vehicles Team is an engineering student group focused on the emerging future of drones. We are continually advancing our active projects such as obstacle avoidance, creating more efficient drones, and improving the way in which we control our vehicles. Furthermore, with the help of our members and alumni, BU UAV wishes to expand its team and fleet to include a wider variety of students and vehicles.",http://sites.bu.edu/uav/,https://www.instagram.com/bu_uav/,http://facebook.com/buuavt,,,success,,,,,,,,,,,,,,,,,,
Unofficial Project,https://terriercentral.bu.edu/organization/unofficial-project,upro@bu.edu,"Founded in the Spring of 2005, Unofficial Project (UPro) is a competitive collegiate dance team at Boston University. Since its debut, UPro has strived to develop diverse experiences for the Boston dance community by promoting the collaboration between different dance backgrounds. UPro aims to bring performances that remain true to their own artistic integrity and showcase the creativity and inspirations of individuals on the team. UPro has performed at various events on campus at Boston University as well as at other colleges around the New England area, including Northeastern University, Wellesley College, Boston College, and MIT. They have participated in various competitions including Elements and Ring The Alarm. In the fall semester, UPro hosts OVRDRV JAM, an annual two-day dance event that includes a showcase with around 15 performing teams, a freestyle competition, and over 500 audience members the first day as well as a series of workshops taught by our headliners the second day. Our last showcase, OVRDRV 14.0, was headlined by Anthony Lee.",,https://www.instagram.com/upro.bu/,http://facebook.com/unofficialproject,http://twitter.com/uprobu,https://www.youtube.com/uprobu,success,,,,,,,,,,,,,,,,,,
Untangle,https://terriercentral.bu.edu/organization/untangle,untanglebu@gmail.com,"Untangle is a multimedia artist collective founded in the aftermath of the 2021 Atlanta Spa Shootings. Through our art, we seek to untangle our identities and lived experiences, build community, and spark conversation around Asian American sociopolitical experiences. Throughout the academic year, we collaboratively work on the creation of a print zine and host community events. Based on a collectively envisioned theme, Untangle members and the BU community are welcome to submit responses and creative work for the zine. Examples of submissions have included interviews, photography, embroidery, short stories, public art, and more. Untangle members will then compile submissions and design the zine to be printed and released in time for the end-of-year launch. To further build community, we also host events related to the magazine's theme where everyone, no matter their artistic ability or background, is encouraged to reflect, engage in dialogue, and create together. Our mission is to create a welcoming and creative space where people can challenge themselves as artists and citizens within our complex sociopolitical fabric.",,,,,,success,,,,,,,,,,,,,,,,,,
Upper Bay State Road Hall Council,https://terriercentral.bu.edu/organization/upper-bay-state,,"Hall Council for Towers, 575 Comm Ave, and Brownstones (153-214 Bay State Road, 625 Comm Ave, 627-629 Comm Ave)",,,,,,success,,,,,,,,,,,,,,,,,,
Upper Commonwealth Avenue Hall Council,https://terriercentral.bu.edu/organization/upper-comm-ave-council,,"Hall Council representing 10 Buick Street, 33 Harry Agganis Way, and 1019 Commonwealth,",,,,,,success,,,,,,,,,,,,,,,,,,
Upsilon Pi Epsilon,https://terriercentral.bu.edu/organization/upsilon-pi-epsilon,upe@bu.edu,"Upsilon Pi Epsilon (UPE) at BU is an honor society dedicated to promoting excellence in technical and computing disciplines. UPE at BU will help prepare members for the industry through professional development, meaningful and interesting projects, and a supportive professional network.",https://upe.bu.edu,https://www.instagram.com/upebu/,https://www.facebook.com/upeatbu/?ref=bookmarks,,,success,,,,,,,,,,,,,,,,,,
Urbanism Club at BU,https://terriercentral.bu.edu/organization/urbanistsbu,burbanists@gmail.com,,,https://www.instagram.com/burbanists/,,,,success,,,,,,,,,,,,,,,,,,
Undergraduate Women in Science and Engineering,https://terriercentral.bu.edu/organization/uwise,uwise@bu.edu,"Undergraduate Women in Science and Engineering (uWISE) at Boston University strives to connect and support women &amp; non-binary individuals in STEM through workshops, mentoring relationships, social events, and community outreach. uWISE is open to all undergraduate students that support women in STEM fields and can be contacted via our Email: uwise@bu.edu, Website: https://www.buuwise.com/, or Instagram: https://www.instagram.com/uwisebu/. ** Please email us to be added to the email list and follow us on Instagram to stay up to date with our events!",https://www.buuwise.com/,https://www.instagram.com/uwisebu/,,,,success,,,,,,,,,,,,,,,,,,
Verge,https://terriercentral.bu.edu/organization/verge,vergedancecompany@gmail.com,"Verge is a performing and training dance company, concentrating in Chinese dance and ballet training. Our repertoire spans classical, ethnic, and contemporary Chinese dance. We meet once a week, no auditions required. Just come and dance! Our rehearsals typically include a warmup session with ballet training and a Chinese dance combo. We perform in the Boston area throughout the year and hold an annual showcase in April. For more information, please visit our Instagram (@buvergedance), Facebook (/VergeDanceCompany), and Youtube channel. For performance inquiries, please contact vergedancecompany@gmail.com",,https://www.instagram.com/buvergedance/,https://www.facebook.com/VergeDanceCompany/,,https://www.youtube.com/channel/UCjOxYom0L36FdMCpn3OXBiA,success,,,,,,,,,,,,,,,,,,
Veteran Assist,https://terriercentral.bu.edu/organization/veteranassist,buveteranassist@gmail.com,"Veteran Assist (VA) is a student-run organization that aims to engage students in volunteer opportunities dedicated to helping veterans, with a focus on disabled and underserved veterans, in and around the Greater Boston community. We hope to create meaningful relationships with veterans by assisting them with fundamental needs, both physically and mentally, listening to their meaningful stories, enriching them with engaging activities, and providing them with educational knowledge and resources. Our goal is to educate students about the importance of aiding our veterans, teaching them how to help with the challenges they face after returning from service.",,http://instagram.com/buveteranassist,,,,success,,,,,,,,,,,,,,,,,,
